Date,Close,Daily_Return,Trend_Score,Volatility_7d,avg_sentiment,total_vol,bull_ratio,bear_ratio,sentiment_spread,sentiment_momentum,fng_value,btc_web,btc_yt,crypto_web,crypto_yt
2021-02-05,38144.30859375,0.0329913880914702,1.072442750003075,0.0345682017246905,0.1247318046456223,1679.0,0.129839189994044,0.0661107802263251,0.0637284097677188,0.0,66.0,100,87,47,41
2021-02-06,39266.01171875,0.0294068280787711,1.0822607257058554,0.0340570575508695,0.1298678538532391,3257.0,0.1556647221369358,0.0506601166717838,0.1050046054651519,0.0412761956974331,23.0,100,87,47,41
2021-02-07,38903.44140625,-0.0092336933808551,1.0483705608444545,0.0283065058222523,0.1445661901595744,3008.0,0.1339760638297872,0.054188829787234,0.0797872340425532,-0.0252173714225987,21.0,100,87,47,41
2021-02-08,46196.46484375,0.1874647376652993,1.187052457456483,0.0622172065687929,0.156728202846975,5620.0,0.1991103202846975,0.0564056939501779,0.1427046263345195,0.0629173922919663,48.0,100,87,47,41
2021-02-09,46481.10546875,0.0061615239599552,1.1481291711086286,0.0636295280363618,0.1489690993071593,4330.0,0.1715935334872979,0.0556581986143187,0.1159353348729792,-0.0267692914615403,74.0,100,87,47,41
2021-02-10,44918.18359375,-0.0336248860529098,1.0811169766788202,0.0685955566235199,0.1563849971477467,3506.0,0.152595550484883,0.0581859669138619,0.0944095835710211,-0.0215257513019581,54.0,100,87,47,41
2021-02-11,47909.33203125,0.0665910372634968,1.1111477193124368,0.0673043732771542,,,,,,,73.0,100,87,47,41
2021-02-12,47504.8515625,-0.0084426238396763,1.0686246292519874,0.0695267573698266,,,,,,,32.0,100,87,47,41
2021-02-13,47105.515625,-0.0084062137732313,1.0336021314960075,0.0711589428699133,0.1472933920704845,2270.0,0.1325991189427312,0.0475770925110132,0.085022026431718,-0.009387557139303,,100,87,47,41
2021-02-14,48717.2890625,0.0342162359569755,1.0370652909102651,0.0694406435084192,0.2566873306573005,3986.0,0.3013045659809332,0.0436527847466131,0.2576517812343201,0.172629754802602,,100,87,47,41
2021-02-15,47945.05859375,-0.0158512610945837,1.015227944446633,0.0334086814782734,0.329309822970639,4632.0,0.3989637305699481,0.0569948186528497,0.3419689119170984,0.0843171306827783,,100,87,47,41
2021-02-16,49199.87109375,0.0261718837520321,1.033300308165879,0.0343077534932733,,,,,,,,100,87,47,41
2021-02-17,52149.0078125,0.0599419602773032,1.0719820934031583,0.0330656648177828,,,,,,,,100,87,47,41
2021-02-18,51679.796875,-0.0089975045965789,1.0507032151926847,0.0284269043629443,0.1531795180722891,2241.0,0.143239625167336,0.0562248995983935,0.0870147255689424,-0.254954186348156,,100,87,47,41
2021-02-19,55888.1328125,0.0814309690047518,1.1092541323320022,0.0364047103795464,0.141077767896843,4498.0,0.1453979546465095,0.0560248999555357,0.0893730546909737,0.0023583291220313,,100,87,47,41
2021-02-20,56099.51953125,0.003782318501482,1.0857610996017366,0.0348955573507408,,,,,,,,100,87,47,41
2021-02-21,57539.9453125,0.0256762587859173,1.0871205643965876,0.0346918875728192,,,,,,,,100,87,47,41
2021-02-22,54207.3203125,-0.0579184596353103,1.007133514177284,0.0453329237192273,0.1238549605411499,3548.0,0.1519165727170236,0.0918827508455467,0.0600338218714768,-0.0293392328194968,,100,87,47,41
2021-02-23,48824.42578125,-0.0993019854185399,0.908028007490522,0.0642203770148491,,,,,,,,100,87,47,41
2021-02-24,49705.33203125,0.0180423268866849,0.930451844219644,0.0596597827727925,,,,,,,,100,87,47,41
2021-02-25,47093.8515625,-0.0525392420094518,0.8925121163662724,0.0622926748949681,,,,,,,,100,87,47,41
2021-02-26,46339.76171875,-0.0160124903512981,0.901526336588088,0.0476680439142974,,,,,,,,100,87,47,41
2021-02-27,46188.453125,-0.0032652000816995,0.924035475540621,0.0469852035325688,,,,,,,,100,87,47,41
2021-02-28,45137.76953125,-0.0227477545287462,0.9361993356189252,0.0410530306168304,0.1147344764237599,1633.0,0.1757501530924678,0.1132884262094305,0.0624617268830373,0.0024279050115604,,100,87,47,41
2021-03-01,49631.2421875,0.0995501705758645,1.0435474677761585,0.0617337378534308,,,,,,,93.0,72,70,40,41
2021-03-02,48378.98828125,-0.0252311618862803,1.0185803808651162,0.0477502397760317,,,,,,,78.0,72,70,40,41
2021-03-03,50538.2421875,0.0446320599698619,1.0613827684196335,0.0503982824150963,,,,,,,78.0,72,70,40,41
2021-03-04,48561.16796875,-0.0391203598141568,1.0153910571632867,0.0480011374586129,,,,,,,73.0,72,70,40,41
2021-03-05,48927.3046875,0.0075397016600922,1.015200132470374,0.0471402722297552,,,,,,,61.0,72,70,40,41
2021-03-06,48912.3828125,-0.0003049805235605,1.0067617444092936,0.0470378112957456,,,,,,,24.0,72,70,40,41
2021-03-07,51206.69140625,0.0469064981467979,1.0355065913027994,0.0466239260907483,,,,,,,24.0,72,70,40,41
2021-03-08,52246.5234375,0.020306565464276,1.0486116926572573,0.032499621484644,,,,,,,48.0,72,70,40,41
2021-03-09,54824.1171875,0.049335220420617,1.080380264646314,0.0320043210285867,,,,,,,74.0,72,70,40,41
2021-03-10,56008.55078125,0.0216042437983854,1.086981621051552,0.0300594624446023,,,,,,,49.0,72,70,40,41
2021-03-11,57805.12109375,0.0320767148487162,1.093815293124429,0.0182436037637965,0.0729299539170506,217.0,0.2304147465437788,0.0783410138248847,0.152073732718894,0.0896120058358566,76.0,72,70,40,41
2021-03-12,57332.08984375,-0.0081832066268457,1.0607639350996794,0.0214312416581192,0.1058795408163265,3920.0,0.1405612244897959,0.0744897959183673,0.0660714285714285,-0.0860023041474654,31.0,72,70,40,41
2021-03-13,61243.0859375,0.0682165276795043,1.097360416264917,0.0240826928915496,,,,,,,,72,70,40,41
2021-03-14,59302.31640625,-0.0316896103705583,1.041012980591425,0.0330618178141648,,,,,,,,72,70,40,41
2021-03-15,55907.19921875,-0.0572510045685531,0.972486412974238,0.0448193295726472,,,,,,,,72,70,40,41
2021-03-16,56804.90234375,0.0160570219496691,0.9832618828923434,0.0417581938006091,,,,,,,,72,70,40,41
2021-03-17,58870.89453125,0.0363699628422531,1.0118611840345744,0.0430250041130413,,,,,,,,72,70,40,41
2021-03-18,57858.921875,-0.0171896938938616,0.9943362457724148,0.0423585286782323,,,,,,,,72,70,40,41
2021-03-19,58346.65234375,0.0084296501376868,1.0002267598490462,0.0422780148998399,,,,,,,,72,70,40,41
2021-03-20,58313.64453125,-0.0005657190459794,1.006884433334143,0.0318090977206429,,,,,,,,72,70,40,41
2021-03-21,57523.421875,-0.0135512479558111,0.9976173872364305,0.0300853180630943,,,,,,,,72,70,40,41
2021-03-22,54529.14453125,-0.052053185400838,0.948928045238308,0.0284493879348717,,,,,,,,72,70,40,41
2021-03-23,54738.9453125,0.0038474981233158,0.9574967795872686,0.0274169005639369,,,,,,,,72,70,40,41
2021-03-24,52774.265625,-0.035891807492523,0.937411632101613,0.0225781554303324,,,,,,,,72,70,40,41
2021-03-25,51704.16015625,-0.0202770319222229,0.9329747697465738,0.0226493435210315,,,,,,,,72,70,40,41
2021-03-26,55137.3125,0.0663999247521864,1.0032238773260838,0.0376171356457688,,,,,,,,72,70,40,41
2021-03-27,55973.51171875,0.0151657594618888,1.0246712733927728,0.0385878648547001,,,,,,,,72,70,40,41
2021-03-28,55950.74609375,-0.0004067213991215,1.028484523095264,0.0384664794883235,,,,,,,,72,70,40,41
2021-03-29,57750.19921875,0.0321613785450665,1.0526581234781784,0.0333208077844019,,,,,,,,72,70,40,41
2021-03-30,58917.69140625,0.0202162451955827,1.0623788283377769,0.0335283455113174,,,,,,,,72,70,40,41
2021-03-31,58918.83203125,1.9359634988669328e-05,1.045845717328451,0.0272308724558369,,,,,,,,72,70,40,41
2021-04-01,59095.80859375,0.0030037350775407,1.0296869538279818,0.0231684614458763,,,,,,,94.0,76,89,70,56
2021-04-02,59384.3125,0.0048819690112593,1.0238898978331594,0.0120794028965508,,,,,,,80.0,76,89,70,56
2021-04-03,57603.890625,-0.0299813502934802,0.9892197877091836,0.0193405117685311,,,,,,,84.0,76,89,70,56
2021-04-04,58758.5546875,0.0200448971410081,1.002145543150713,0.0200553849515156,,,,,,,74.0,76,89,70,56
2021-04-05,59057.87890625,0.0050941385529632,1.0040515759340591,0.0168719445745191,0.1565923076923077,2197.0,0.1324533454710969,0.0455166135639508,0.0869367319071461,0.0208653033357175,68.0,76,89,70,56
2021-04-06,58192.359375,-0.0146554455947182,0.9910826829064744,0.0162021896191825,0.1619454423232051,3719.0,0.1365958591019091,0.0548534552299005,0.0817424038720086,-0.0051943280351375,27.0,76,89,70,56
2021-04-07,56048.9375,-0.0368333901223608,0.9612899685221564,0.0210126123537985,0.1480675756073376,4034.0,0.1378284581060981,0.0654437283093703,0.0723847297967278,-0.0093576740752807,27.0,76,89,70,56
2021-04-08,58323.953125,0.0405898082367752,1.0022038574414065,0.0275522947140908,0.1594295880149812,3738.0,0.1495452113429641,0.0462814339218833,0.1032637774210807,0.0308790476243529,42.0,76,89,70,56
2021-04-09,58245.00390625,-0.0013536328475677,1.0036542035451923,0.0273982169595131,0.1228678088108263,3473.0,0.1448315577310682,0.0938669737978692,0.0509645839331989,-0.0522991934878818,72.0,76,89,70,56
2021-04-10,59793.234375,0.0265813437190596,1.0248095604726677,0.0262057324086594,0.1435158932135728,4008.0,0.1389720558882235,0.0656187624750499,0.0733532934131736,0.0223887094799747,54.0,76,89,70,56
2021-04-11,60204.96484375,0.0068859039497308,1.0282248649643122,0.0254556627665737,0.1696306745445593,2031.0,0.1590349581486952,0.0605612998522895,0.0984736582964057,0.025120364883232,73.0,76,89,70,56
2021-04-12,59893.453125,-0.0051741865402374,1.0208235352572097,0.0256428067026475,0.139691476091476,1924.0,0.1507276507276507,0.0628898128898129,0.0878378378378378,-0.0106358204585678,25.0,76,89,70,56
2021-04-13,63503.45703125,0.0602737647922182,1.0685343848504436,0.0318622338625517,,,,,,,,76,89,70,56
2021-04-14,63109.6953125,-0.006200634377373,1.0441863976456602,0.0251666213448291,,,,,,,,76,89,70,56
2021-04-15,63314.01171875,0.0032374804732979,1.035355152667893,0.0233661511350276,,,,,,,,76,89,70,56
2021-04-16,61572.7890625,-0.0275013793784661,0.9991143035089084,0.0276087127249768,,,,,,,,76,89,70,56
2021-04-17,60683.8203125,-0.0144376885233774,0.9826607494646804,0.0274058943582646,0.2318286153846154,325.0,0.283076923076923,0.0707692307692307,0.2123076923076923,0.1244698544698544,,76,89,70,56
2021-04-18,56216.18359375,-0.0736215468265391,0.9187936956879362,0.0401400941596216,0.1161726364988315,4707.0,0.2230720203951561,0.1385171021882303,0.0845549182069258,-0.1277527741007664,,76,89,70,56
2021-04-19,55724.265625,-0.0087504689451151,0.9197066296568238,0.0400942837447082,0.1271376307467769,4111.0,0.2018973485769885,0.1028946728289953,0.0990026757479932,0.0144477575410673,,76,89,70,56
2021-04-20,56473.03125,0.0134369760929442,0.9477753486429142,0.029368558338445,0.1375754691075514,4370.0,0.1876430205949656,0.0842105263157894,0.1034324942791762,0.004429818531183,,76,89,70,56
2021-04-21,53906.08984375,-0.0454542876384026,0.925108367046818,0.030869304879631,0.1065923859014911,4426.0,0.1746497966561229,0.0675553547220967,0.1070944419340262,0.0036619476548499,,76,89,70,56
2021-04-22,51762.2734375,-0.0397694659817468,0.914208326761128,0.0291730772033243,0.1119330875024915,5017.0,0.1833765198325692,0.096073350607933,0.0873031692246362,-0.0197912727093899,,76,89,70,56
2021-04-23,51093.65234375,-0.0129171508387729,0.9269066501680476,0.0297849601147526,0.1084923834196891,5790.0,0.2250431778929188,0.1039723661485319,0.1210708117443868,0.0337676425197506,,76,89,70,56
2021-04-24,50050.8671875,-0.0204092897731074,0.9337192281713196,0.0294599839643495,0.1351376434583014,3921.0,0.1933180311145116,0.0795715378729915,0.11374649324152,-0.0073243185028668,,76,89,70,56
2021-04-25,49004.25390625,-0.0209109919580251,0.9321095751435108,0.0200593290438072,,,,,,,,76,89,70,56
2021-04-26,54021.75390625,0.1023890703366074,1.032323150740342,0.0489807983543747,,,,,,,,76,89,70,56
2021-04-27,55033.1171875,0.0187214077315063,1.0557998752002442,0.0493336248721803,,,,,,,,76,89,70,56
2021-04-28,54824.703125,-0.0037870662821065,1.0491600925345794,0.0456575264848887,,,,,,,,76,89,70,56
2021-04-29,53555.109375,-0.0231573301383015,1.0198657160818017,0.0433683492517113,,,,,,,,76,89,70,56
2021-04-30,57750.17578125,0.0783317680648467,1.0801925276994984,0.049709757305254,,,,,,,,76,89,70,56
2021-05-01,57828.05078125,0.0013484807439372,1.059628711872546,0.0475488585923715,,,,,,,93.0,95,100,100,78
2021-05-02,56631.078125,-0.0206988241878991,1.0173839679232026,0.0475171978241665,,,,,,,81.0,95,100,100,78
2021-05-03,57200.29296875,0.0100512803675323,1.0192950325144343,0.0333346770042059,,,,,,,77.0,95,100,100,78
2021-05-04,53333.5390625,-0.0676002465295502,0.9545202453172816,0.0438722473087185,,,,,,,71.0,95,100,100,78
2021-05-05,57424.0078125,0.0766959932136981,1.0209431920584642,0.0529608040351549,,,,,,,48.0,95,100,100,78
