Date,Close,Daily_Return,Trend_Score,Volatility_7d,avg_sentiment,total_vol,bull_ratio,bear_ratio,sentiment_spread,sentiment_momentum,fng_value,btc_web,btc_yt,crypto_web,crypto_yt
2021-05-06,56396.515625,-0.0178930768965995,0.9954911380923168,0.0524894586407156,,,,,,,24.0,95,100,100,78
2021-05-07,57356.40234375,0.0170203195731561,1.013441025847783,0.0437861144937431,,,,,,,29.0,95,100,100,78
2021-05-08,58803.77734375,0.0252347591699624,1.036462263816433,0.0448874641921753,,,,,,,50.0,95,100,100,78
2021-05-09,58232.31640625,-0.0097180991309351,1.022268171513972,0.0441137272960445,,,,,,,73.0,95,100,100,78
2021-05-10,55859.796875,-0.0407423176282123,0.983926333195614,0.0471469653621194,,,,,,,59.0,95,100,100,78
2021-05-11,56704.57421875,0.0151231724963196,0.9904052194966556,0.0369840410219944,,,,,,,73.0,95,100,100,78
2021-05-12,49150.53515625,-0.1332174549686006,0.8765613038317303,0.0581158723474512,,,,,,,18.0,95,100,100,78
2021-05-13,49716.19140625,0.0115086488519764,0.902001187799962,0.0595210914908146,,,,,,,,95,100,100,78
2021-05-14,49880.53515625,0.0033056383715535,0.9228646601529692,0.0584055038426695,,,,,,,,95,100,100,78
2021-05-15,46760.1875,-0.0625564189813834,0.8935779853103838,0.0567190853397685,,,,,,,,95,100,100,78
2021-05-16,46456.05859375,-0.0065040138312105,0.9172548324253016,0.056950582708001,,,,,,,,95,100,100,78
2021-05-17,43537.51171875,-0.0628238159530961,0.8905832855961314,0.0582511097807099,,,,,,,,95,100,100,78
2021-05-18,42909.40234375,-0.0144268551463747,0.9146050076345495,0.0549496523251155,,,,,,,,95,100,100,78
2021-05-19,37002.44140625,-0.1376612260916373,0.8189944448311772,0.0565681499343876,,,,,,,,95,100,100,78
2021-05-20,40782.73828125,0.1021634446629102,0.9289044772273676,0.0757639698341535,,,,,,,,95,100,100,78
2021-05-21,37304.69140625,-0.0852823282981722,0.8859377585917532,0.0773778564336393,,,,,,,,95,100,100,78
2021-05-22,37536.6328125,0.0062174862599491,0.9202427463911412,0.0784748112611605,,,,,,,,95,100,100,78
2021-05-23,34770.58203125,-0.0736893688644572,0.8888055762359227,0.0792364066906504,,,,,,,,95,100,100,78
2021-05-24,38705.98046875,0.1131818395781545,1.0071721379318035,0.0957191000287544,,,,,,,,95,100,100,78
2021-05-25,38402.22265625,-0.0078478263260955,1.0162955891979597,0.0957784351884325,0.1587702036441586,2799.0,0.2057877813504823,0.1025366202215076,0.1032511611289746,-0.0104953321125453,,95,100,100,78
2021-05-26,39294.19921875,0.023227211885217,1.0309686623335117,0.0762409207709719,0.120472781307645,4879.0,0.1920475507276081,0.0948964951834392,0.0971510555441688,-0.0061001055848057,,95,100,100,78
2021-05-27,38436.96875,-0.0218157001744154,1.0174228839146835,0.065720004584893,0.1502858319981689,4369.0,0.1792172121766994,0.0963607232776379,0.0828564888990615,-0.0142945666451073,,95,100,100,78
2021-05-28,35697.60546875,-0.0712689728232016,0.9506895965413684,0.0627955198556625,0.1379870137410489,5167.0,0.2008902651441842,0.1112831430230307,0.0896071221211534,0.0067506332220918,,95,100,100,78
2021-05-29,34616.06640625,-0.0302972439831233,0.9322448655590656,0.0631235813166093,0.1088649243772242,4496.0,0.1725978647686832,0.1065391459074733,0.0660587188612099,-0.0235484032599434,,95,100,100,78
2021-05-30,35678.12890625,0.0306812012530759,0.9575040458102838,0.057451367847274,,,,,,,,95,100,100,78
2021-05-31,37332.85546875,0.0463792977162018,1.00721481344979,0.0413745332771729,,,,,,,,95,100,100,78
2021-06-01,36684.92578125,-0.0173554816358035,0.9963285994502228,0.0416392107388976,,,,,,,95.0,69,81,44,48
2021-06-02,37575.1796875,0.0242675673261145,1.027359112568005,0.0417607867425651,,,,,,,84.0,69,81,44,48
2021-06-03,39208.765625,0.0434751330821563,1.0688017031192512,0.0447543834701704,,,,,,,77.0,69,81,44,48
2021-06-04,36894.40625,-0.0590265808705882,1.0010485494823238,0.0411376702203729,,,,,,,75.0,69,81,44,48
2021-06-05,35551.95703125,-0.0363862535055703,0.9611375024907554,0.0421006631030514,,,,,,,65.0,69,81,44,48
2021-06-06,35862.37890625,0.008731498936251,0.968840253945741,0.0406099465605549,,,,,,,17.0,69,81,44,48
2021-06-07,33560.70703125,-0.064180680289418,0.920053632886882,0.0420765870978754,,,,,,,20.0,69,81,44,48
2021-06-08,33472.6328125,-0.0026243254847995,0.9293305897690706,0.0423167416510485,,,,,,,52.0,69,81,44,48
2021-06-09,37345.12109375,0.1156911768172552,1.037792899003073,0.0623807342515239,,,,,,,79.0,69,81,44,48
2021-06-10,36702.59765625,-0.0172050168450927,1.0301872121029658,0.0594703902295158,,,,,,,68.0,69,81,44,48
2021-06-11,37334.3984375,0.0172140617175746,1.0460753537717171,0.0553975290403485,,,,,,,71.0,69,81,44,48
2021-06-12,35552.515625,-0.0477276422568579,0.99614641623214,0.0569374222339466,,,,,,,16.0,69,81,44,48
2021-06-13,39097.859375,0.0997213189467518,1.081477548463373,0.0675099187172509,,,,,,,,69,81,44,48
2021-06-14,40218.4765625,0.0286618552885926,1.0839574618702976,0.0579242726014445,,,,,,,,69,81,44,48
2021-06-15,40406.26953125,0.0046693207898655,1.060702077850321,0.0573901837724118,,,,,,,,69,81,44,48
2021-06-16,38347.0625,-0.0509625623730847,1.0028777560082165,0.0507872257265658,,,,,,,,69,81,44,48
2021-06-17,38053.50390625,-0.0076553085063556,0.9902027517497528,0.0502450918879723,,,,,,,,69,81,44,48
2021-06-18,35787.24609375,-0.0595545108824469,0.9366184663058816,0.0556132705827398,,,,,,,,69,81,44,48
2021-06-19,35615.87109375,-0.0047887171745782,0.9319125179432572,0.0523511883719596,,,,,,,,69,81,44,48
2021-06-20,35698.296875,0.0023142991795155,0.9460916029861494,0.0322278326801592,0.236301264236902,8780.0,0.1583143507972665,0.108883826879271,0.0494305239179954,-0.0166281949432145,,69,81,44,48
2021-06-21,31676.693359375,-0.1126553328218126,0.8675661821120793,0.0461122217139631,0.1946218637644543,41164.0,0.1749829948498688,0.1365270624817802,0.0384559323680886,-0.0109745915499068,,69,81,44,48
2021-06-22,32505.66015625,0.026169612701373,0.918667795550219,0.0496386890522447,0.1631659612341772,45504.0,0.2063335091420534,0.136229781997187,0.0701037271448664,0.0316477947767777,,69,81,44,48
2021-06-23,33723.02734375,0.0374509295196066,0.9712042342759388,0.0544723288898399,0.1779191939304473,29129.0,0.2213601565450238,0.1015826152631398,0.119777541281884,0.0496738141370176,,69,81,44,48
2021-06-24,34662.4375,0.0278566377411577,1.0123830249220347,0.0571744686562233,,,,,,,,69,81,44,48
2021-06-25,31637.779296875,-0.0872604012088013,0.9403221614560616,0.0622558152134553,,,,,,,,69,81,44,48
2021-06-26,32186.27734375,0.0173368061559611,0.970760371221557,0.0635508784595534,,,,,,,,69,81,44,48
2021-06-27,34649.64453125,0.076534703320648,1.0498005389284315,0.0718831799997745,,,,,,,,69,81,44,48
2021-06-28,34434.3359375,-0.0062138759765866,1.030971836630182,0.0514589579724498,,,,,,,,69,81,44,48
2021-06-29,35867.77734375,0.0416282575871875,1.0586654033517786,0.0524335923067829,,,,,,,,69,81,44,48
2021-06-30,35040.8359375,-0.0230552732143045,1.0285423922578771,0.0530125384206227,,,,,,,,69,81,44,48
2021-07-01,33572.1171875,-0.0419144895007543,0.989957623985556,0.0547790347393493,,,,,,,91.0,50,55,33,39
2021-07-02,33897.046875,0.0096785581226608,0.9901158921261106,0.0392151120618176,0.2221289886486795,17531.0,0.1582910273230277,0.0869887627631053,0.0713022645599224,-0.0484752767219616,86.0,50,55,33,39
2021-07-03,34668.546875,0.0227600947907058,1.0022695359765446,0.0394317351892675,0.2795305221206876,24841.0,0.1768849885270319,0.079867960227044,0.0970170282999879,0.0257147637400654,76.0,50,55,33,39
2021-07-04,35287.78125,0.0178615612945272,1.0174900300844485,0.0287078602741717,0.2616304113785558,22850.0,0.1655579868708971,0.0716411378555798,0.0939168490153172,-0.0031001792846706,72.0,50,55,33,39
2021-07-05,33746.00390625,-0.0436915354022151,0.9758010600442376,0.0338899149839678,0.2549595022976867,25678.0,0.1665238725757457,0.0823662278993691,0.0841576446763766,-0.0097592043389406,64.0,50,55,33,39
2021-07-06,34235.1953125,0.0144962765846001,0.9966680457682368,0.0293912952622052,,,,,,,15.0,50,55,33,39
2021-07-07,33855.328125,-0.0110958089776488,0.9904927549273952,0.0285899757679846,,,,,,,28.0,50,55,33,39
2021-07-08,32877.37109375,-0.0288863551296624,0.9646821810056132,0.0259385669370249,,,,,,,69.0,50,55,33,39
2021-07-09,33798.01171875,0.0280022579169967,0.9921073084467534,0.0281899632674439,,,,,,,79.0,50,55,33,39
2021-07-10,33520.51953125,-0.0082103110031782,0.98872167605036,0.0263589322534931,,,,,,,76.0,50,55,33,39
2021-07-11,34240.1875,0.0214694753784792,1.0144269587947845,0.0268911999377016,,,,,,,73.0,50,55,33,39
2021-07-12,33155.84765625,-0.0316686304287907,0.9847611598696672,0.0240273339287199,,,,,,,25.0,50,55,33,39
2021-07-13,32702.025390625,-0.0136875482819831,0.9776419853395985,0.0230624741589504,,,,,,,,50,55,33,39
2021-07-14,32822.34765625,0.0036793520947939,0.9855871219596648,0.0232485719142594,,,,,,,,50,55,33,39
2021-07-15,31780.73046875,-0.0317349995316881,0.958820057610451,0.0237927969663369,,,,,,,,50,55,33,39
2021-07-16,31421.5390625,-0.0113021759082344,0.9577935512850664,0.0190091939240738,0.1225929666366095,1109.0,0.0270513976555455,0.0216411181244364,0.0054102795311091,-0.0787473651452675,,50,55,33,39
2021-07-17,31533.068359375,0.0035494536614886,0.969584481406968,0.0197415690401966,0.244585017677273,14991.0,0.1629644453338669,0.0876525915549329,0.075311853778934,0.0699015742478249,,50,55,33,39
2021-07-18,31796.810546875,0.008363987433579,0.9883012850379684,0.0168680973198961,0.3218640706167245,25603.0,0.1742764519782838,0.0712025934460805,0.1030738585322032,0.0277620047532692,,50,55,33,39
2021-07-19,30817.83203125,-0.030788575922789,0.967921256151288,0.0166765867592552,0.2559879716731846,28383.0,0.1652397561920868,0.0924849381672127,0.072754818024874,-0.0303190405073292,,50,55,33,39
2021-07-20,29807.34765625,-0.0327889506950178,0.9485032326406148,0.0188278791733354,0.1899706185398937,30669.0,0.1767582901300988,0.1158824872020607,0.0608758029280381,-0.0118790150968359,,50,55,33,39
2021-07-21,32110.693359375,0.0772744267516882,1.02511461540981,0.0383240275654037,0.2332063758301862,38395.0,0.1648652168251074,0.079802057559578,0.0850631592655293,0.0241873563374912,,50,55,33,39
2021-07-22,32313.10546875,0.006303573302191,1.0290779357048585,0.0361502933938229,0.2755408423211804,30226.0,0.1569178852643419,0.0683517501488784,0.0885661351154634,0.0035029758499341,,50,55,33,39
2021-07-23,33581.55078125,0.039254825375008,1.0590666027863271,0.0378646995595046,0.265777658956178,43015.0,0.139300244100895,0.0668139021271649,0.07248634197373,-0.0160797931417333,,50,55,33,39
2021-07-24,34292.4453125,0.0211691990009861,1.06820641992245,0.0379798150306063,0.265695532483876,31785.0,0.1982381626553405,0.0812647475224162,0.1169734151329243,0.0444870731591942,,50,55,33,39
2021-07-25,35350.1875,0.0308447583093305,1.0840140392037676,0.0385364479625756,0.2474453906859769,11531.0,0.2273003208741653,0.0914057757349752,0.13589454513919,0.0189211300062656,,50,55,33,39
2021-07-26,37337.53515625,0.0562188717174414,1.113163067509962,0.0347996972876966,0.1523087453169764,27226.0,0.394255491074708,0.0859839858958348,0.3082715051788731,0.1723769600396831,,50,55,33,39
2021-07-27,39406.94140625,0.0554242866150631,1.1287115444973126,0.0230598425555482,0.2547667782305006,13744.0,0.2201688009313155,0.1037543655413271,0.1164144353899883,-0.1918570697888847,,50,55,33,39
2021-07-28,39995.90625,0.01494571318485,1.10977456573613,0.0187830523112792,0.2386249199817101,15309.0,0.2215690116924684,0.0965445162976027,0.1250244953948657,0.0086100600048773,,50,55,33,39
2021-07-29,40008.421875,0.0003129226506775,1.0772617377541551,0.0201946730066682,0.3779920825335893,18756.0,0.1851674130944764,0.0620601407549584,0.123107272339518,-0.0019172230553477,,50,55,33,39
2021-07-30,42235.546875,0.0556664046124664,1.1005924397836289,0.0220138797185977,0.2471097508499787,37648.0,0.1936623459413514,0.0847056948576285,0.1089566510837228,-0.0141506212557951,,50,55,33,39
2021-07-31,41626.1953125,-0.0144274576177131,1.0558870552632402,0.0283564830160236,,,,,,,,50,55,33,39
2021-08-01,39974.89453125,-0.0396697504745078,0.9972871732628568,0.0381803651692532,,,,,,,93.0,47,52,45,48
2021-08-02,39201.9453125,-0.0193358663684717,0.971548101970867,0.0364150863529334,,,,,,,83.0,47,52,45,48
2021-08-03,38152.98046875,-0.0267579793652619,0.9497680164800594,0.0315487664976989,,,,,,,81.0,47,52,45,48
2021-08-04,39747.50390625,0.0417928931871005,0.9903364114265292,0.0355247758224485,0.1978027491408935,1746.0,0.2170675830469645,0.0819014891179839,0.1351660939289805,0.0262094428452576,73.0,47,52,45,48
2021-08-05,40869.5546875,0.0282294652740084,1.015181443712209,0.0371656073941352,0.2176266677487421,12322.0,0.2204999188443434,0.0913001136179191,0.1291998052264242,-0.0059662887025562,67.0,47,52,45,48
2021-08-06,42816.5,0.0476380358774859,1.0613546935264282,0.0354894009658917,0.2514478912355486,15483.0,0.2282503390815733,0.0773751856875282,0.150875153394045,0.0216753481676207,13.0,47,52,45,48
2021-08-07,44555.80078125,0.0406222082900282,1.0931287753257692,0.0371868526926298,0.2388827726490377,12782.0,0.2320450633703645,0.0886402753872633,0.1434047879831012,-0.0074703654109438,20.0,47,52,45,48
2021-08-08,43798.1171875,-0.0170052738468309,1.0603315799666455,0.0327155848017292,0.2492742429244575,33319.0,0.1876106725892133,0.0829556709385035,0.1046550016507097,-0.0387497863323914,74.0,47,52,45,48
2021-08-09,46365.40234375,0.0586163360689555,1.095347277609839,0.0327960860008135,0.3025374828662808,52528.0,0.1520522388059701,0.0627855619859884,0.0892666768199817,-0.015388324830728,47.0,47,52,45,48
2021-08-10,45585.03125,-0.0168308923098386,1.0505610530666054,0.0302893245914096,,,,,,,74.0,47,52,45,48
2021-08-11,45593.63671875,0.000188778388739,1.030917013586085,0.0307230777111254,,,,,,,75.0,47,52,45,48
2021-08-12,44428.2890625,-0.0255594363625475,0.9931508753788192,0.034768233766414,,,,,,,28.0,47,52,45,48
2021-08-13,47793.3203125,0.0757407345861598,1.0516586989683283,0.0401787651948365,,,,,,,,47,52,45,48
