Date,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Volatility_7d,Momentum_3d,MA_7,Trend_Score,Next_Day_Return,Target_Direction
2020-01-08,8079.86279296875,8396.73828125,7956.7744140625,8161.935546875,31672559265,-0.010268587535248286,-0.010321673202805576,0.03265638558462374,0.028788894453086532,7595.014718191965,1.063837674154265,-0.024850855645838776,0
2020-01-09,7879.0712890625,8082.2958984375,7842.40380859375,8082.2958984375,24045990466,-0.024850855645838776,-0.02516485111441786,0.03147353072200313,0.004680121669727359,7722.672014508928,1.0202519638616967,0.03648690303834745,1
2020-01-10,8166.55419921875,8166.55419921875,7726.77490234375,7878.3076171875,28714583844,0.03648690303834745,0.0358370170573265,0.029366236469173326,0.00011683091336768768,7840.053431919643,1.0416452222085384,-0.015798168776598898,0
2020-01-11,8037.53759765625,8218.359375,8029.64208984375,8162.19091796875,25521165085,-0.015798168776598898,-0.01592428993077385,0.031656490268926404,-0.0017507079959550708,7929.607840401785,1.0136109829674749,0.019279106453440997,1
2020-01-12,8192.494140625,8200.0634765625,8009.05908203125,8033.26171875,22903438381,0.019279106453440997,0.019095619045757743,0.03131788109765142,0.013002782057436796,8041.204520089285,1.0188142983004287,-0.005895616628883604,0
2020-01-13,8144.1943359375,8197.7880859375,8079.70068359375,8189.77197265625,22482910688,-0.005895616628883604,-0.005913064387262195,0.0283219750794492,-0.0009139117574261026,8094.772391183035,1.0061054149970041,0.08393344808628167,1
2020-01-14,8827.7646484375,8879.51171875,8140.93310546875,8140.93310546875,44841784107,0.08393344808628167,0.0805965063783667,0.037191759796721145,0.031259687012287415,8189.639857700893,1.0779185412086911,-0.002350980919464507,0
2020-01-15,8807.0107421875,8890.1171875,8657.1875,8825.34375,40102834650,-0.002350980919464507,-0.0023537488141357047,0.03654051930904839,0.024109897725656266,8293.518136160714,1.0619149313471563,-0.009449813541879348,0
2020-01-16,8723.7861328125,8846.4609375,8612.095703125,8812.4814453125,31313981931,-0.009449813541879348,-0.009494746324859216,0.03427157871757541,0.022916003746457258,8414.191685267857,1.036794318352255,0.02352785247141642,1
2020-01-17,8929.0380859375,8958.1220703125,8677.31640625,8725.2099609375,36372139320,0.02352785247141642,0.023255338715640103,0.03328476697063646,0.003802281192215061,8523.117954799107,1.0476257788864498,0.0015422162701026476,1
2020-01-18,8942.80859375,9012.1982421875,8827.33203125,8927.2119140625,32337772627,0.0015422162701026476,0.0015410282758632793,0.031376864344682,0.005100540222214722,8652.4423828125,1.0335588725230107,-0.026452928527155417,0
2020-01-19,8706.2451171875,9164.3623046875,8620.080078125,8941.4453125,34217320471,-0.026452928527155417,-0.026809102516198058,0.03502353421918132,-0.0006709118415648916,8725.835379464286,0.9977549126903207,-0.005582491465413786,0
2020-01-20,8657.642578125,8745.5908203125,8560.4736328125,8704.6318359375,26422375678,-0.005582491465413786,-0.005598131806099833,0.03500184625635362,-0.010288735348811537,8799.185128348214,0.9839141297564921,0.010193531591149663,1
2020-01-21,8745.89453125,8755.7060546875,8544.5205078125,8658.9912109375,24097418512,0.010193531591149663,0.010141927934056931,0.01570243911032417,-0.007421768796080319,8787.48939732143,0.9952665813646264,-0.007434180055016837,0
2020-01-22,8680.8759765625,8792.994140625,8636.7470703125,8744.2109375,22600204051,-0.007434180055016837,-0.007461951294768086,0.01587563018402904,-0.0009727183889369958,8769.470145089286,0.9898974319929241,-0.03160514587505292,0
2020-01-23,8406.515625,8687.7470703125,8333.6376953125,8680.650390625,25770680779,-0.03160514587505292,-0.03211536772319544,0.01952403696267746,-0.009811797027968866,8724.145786830357,0.9635918324164368,0.004629616722148233,1
2020-01-24,8445.4345703125,8514.6669921875,8266.8408203125,8405.5673828125,24397913026,0.004629616722148233,0.00461893300829455,0.01592050888583931,-0.011652795336556325,8655.0595703125,0.9757800627139495,-0.00918684685986848,0
2020-01-25,8367.84765625,8458.453125,8296.21875,8440.119140625,19647331549,-0.00918684685986848,-0.009229306182408406,0.015360450660222933,-0.012241913632436431,8572.922293526786,0.9760787943416175,0.027364554337216074,1
2020-01-26,8596.830078125,8602.4013671875,8325.498046875,8364.41015625,22177678796,0.027364554337216074,0.02699683810277081,0.01841090944856471,0.007462154976218985,8557.291573660714,1.0046204460983876,0.036407519395889265,1
2020-01-27,8909.8193359375,8977.7265625,8597.30859375,8597.30859375,28647338393,0.036407519395889265,0.03576042498236325,0.02304460837621976,0.017842652300908552,8593.316824776786,1.0368312396266077,0.05036808165148732,1
2020-01-28,9358.58984375,9358.58984375,8908.447265625,8912.5244140625,34398744403,0.05036808165148732,0.04914065669354804,0.02875494171624888,0.03729930659289404,8680.8447265625,1.0780736366719783,-0.004483577295090302,0
2020-01-29,9316.6298828125,9406.431640625,9269.4677734375,9357.470703125,30682598115,-0.004483577295090302,-0.004493658672814258,0.028480723526690403,0.02680247433436568,8771.666713169643,1.062127664839871,0.02064730312029206,1
2020-01-30,9508.9931640625,9553.1259765625,9230.8974609375,9316.0166015625,32378792851,0.02064730312029206,0.020437036918080173,0.021592486318188765,0.021694678312937987,8929.163504464286,1.064936615765667,-0.016664631518128026,0
2020-01-31,9350.529296875,9521.7060546875,9230.7763671875,9508.3134765625,29432489719,-0.016664631518128026,-0.01680504867594127,0.024990770935311442,-0.00028722347689178726,9058.46275111607,1.0322423962855005,0.00452869583961979,1
2020-02-01,9392.875,9439.3232421875,9313.2392578125,9346.357421875,25922656496,0.00452869583961979,0.004518472151643944,0.02329369322126445,0.0027168201312609466,9204.895228794643,1.0204217176331698,-0.0051645279666768795,0
2020-02-02,9344.365234375,9468.7978515625,9217.82421875,9389.8203125,30835736946,-0.0051645279666768795,-0.005177910236525379,0.024041423670288276,-0.005821495586940904,9311.685965401786,1.0035094900208872,-0.005441113304621492,0
2020-02-03,9293.521484375,9540.3720703125,9248.6337890625,9344.68359375,30934096509,-0.005441113304621492,-0.00545597007771587,0.02220400655391886,-0.0020384693875324373,9366.500558035714,0.9922085016481311,-0.012111511652417528,0
2020-02-04,9180.962890625,9331.265625,9112.8115234375,9292.841796875,29893183716,-0.012111511652417528,-0.0121854536490776,0.012201760952883795,-0.007606444654439618,9341.125279017857,0.9828540584127894,0.047104093835473426,1
2020-02-05,9613.423828125,9701.2998046875,9163.7041015625,9183.416015625,35222060874,0.047104093835473426,0.04602834799275258,0.0219987995967493,0.009462308088653034,9383.5244140625,1.0245003267341601,0.012105773319493585,1
2020-02-06,9729.8017578125,9824.619140625,9539.818359375,9617.8212890625,37628823716,0.012105773319493585,0.012033084493942919,0.021197540778464138,0.015291992945872633,9415.06849888393,1.0334286743602428,0.006797836503646293,1
2020-02-07,9795.943359375,9834.716796875,9726.0029296875,9726.0029296875,34522718159,0.006797836503646293,0.0067748353927720014,0.01925884705781189,0.02161208929315583,9478.69907924107,1.0334691794181665,0.007061676319697785,1
2020-02-08,9865.119140625,9876.7490234375,9678.91015625,9793.0703125,35172043762,0.007061676319697785,0.0070368594474600355,0.01923594660578246,0.008614926444724983,9546.162527901786,1.033412024129168,0.02549940694219166,1
2020-02-09,10116.673828125,10129.435546875,9850.392578125,9863.89453125,35807884663,0.02549940694219166,0.025179720219250152,0.01945168756182177,0.012997138353160728,9656.49232700893,1.0476551407625476,-0.025706324471686526,0
2020-02-10,9856.611328125,10165.765625,9784.5634765625,10115.5595703125,39386548075,-0.025706324471686526,-0.026042505869956382,0.023541442969294585,0.0020580245989179325,9736.93373325893,1.0122910967810412,0.03567402510806805,1
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389,0.03567402510806805,0.03505244674627077,0.02342605088181544,0.01139655369852151,9883.687081473214,1.0328368597646265,0.011541499979814906,1
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830,0.011541499979814906,0.011475404940052,0.019071259801102084,0.00682844860545546,9985.491489955357,1.0341058021918323,-0.010814856987217514,0
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373,-0.010814856987217514,-0.010873762642183454,0.020610593441976466,0.011884696348046434,10054.71693638393,1.0158794073904573,0.009568503349817403,1
