Date,is_bullish,is_bearish,weighted_sentiment,weight,total_vol,avg_sentiment,bull_ratio,bear_ratio,sentiment_spread,sentiment_momentum
2022-03-20,3998,1943,4932.7924,17697.0,17697,0.2787360795615076,0.22591399672260834,0.10979262021811606,0.11612137650449228,0.020148637966697996
2022-03-21,5751,2523,7391.4349,28050.0,28050,0.26350926559714793,0.20502673796791443,0.08994652406417113,0.1150802139037433,-0.0010411626007489766
2022-03-22,4,8,12.2106,81.0,81,0.15074814814814813,0.04938271604938271,0.09876543209876543,-0.04938271604938271,-0.164462929953126
2022-03-23,4816,2394,6110.5779,25537.0,25537,0.23928331049066062,0.1885891060030544,0.09374632885616949,0.09484277714688491,0.14422549319626762
2022-03-24,9548,4322,10984.6819,52779.0,52779,0.20812599518747987,0.1809052842986794,0.081888629947517,0.09901665435116239,0.004173877204277476
2022-04-13,3381,2192,4037.8048,17883.0,17883,0.2257901246994352,0.1890622378795504,0.12257451210646983,0.06648772577308057,-0.03252892857808182
2022-04-14,4825,3457,6593.3598,27288.0,27288,0.241621218117854,0.176817648783348,0.12668572266197595,0.050131926121372045,-0.016355799651708525
2022-04-15,6852,3788,10038.4185,39721.0,39721,0.2527232068679036,0.1725032098889756,0.09536517207522469,0.07713803781375092,0.027006111692378876
2022-04-16,8180,4391,12006.147700000001,43728.0,43728,0.2745642997621662,0.18706549579216977,0.10041620929381632,0.08664928649835345,0.009511248684602527
2022-04-17,1463,936,1712.4270000000001,8832.0,8832,0.1938889266304348,0.16564764492753623,0.10597826086956522,0.05966938405797101,-0.02697990244038244
2022-04-18,10773,5293,12324.3413,52538.0,52538,0.23457956717042902,0.20505158171228444,0.10074612661311812,0.10430545509916632,0.04463607104119531
2022-04-19,9927,4518,14508.6661,53834.0,53834,0.269507487832968,0.18440019318646209,0.08392465727978601,0.10047553590667607,-0.003829919192490247
2022-04-20,1417,738,2471.0733,10502.0,10502,0.23529549609598172,0.13492668063226052,0.07027232908017521,0.0646543515520853,-0.035821184354590765
2022-04-21,4775,2636,6639.8192,29647.0,29647,0.2239625999257935,0.161061827503626,0.08891287482713259,0.0721489526764934,0.0074946011244080984
2022-04-22,6840,3604,9804.0667,39503.0,39503,0.24818537073133684,0.17315140622231223,0.09123357719666861,0.08191782902564362,0.009768876349150218
2022-04-27,368,220,415.2489,2041.0,2041,0.20345365017148456,0.18030377266046055,0.10779029887310142,0.07251347378735913,-0.009404355238284492
2022-04-28,5059,2514,5809.5081,24902.0,24902,0.23329483977190588,0.2031563729820898,0.10095574652638342,0.10220062645570638,0.029687152668347247
2022-04-29,4277,2282,5000.4718,22639.0,22639,0.22087865188391714,0.1889217721630814,0.1007995052785017,0.08812226688457969,-0.014078359571126686
2022-04-30,6517,3451,8640.515,36554.0,36554,0.23637673031679157,0.17828418230563003,0.094408272692455,0.08387590961317504,-0.004246357271404655
2022-05-01,8182,4389,10260.6044,44970.0,44970,0.2281655414720925,0.18194351790082278,0.09759839893262175,0.08434511896820103,0.0004692093550259929
2022-05-02,6109,3533,8523.5987,36349.0,36349,0.23449334782249856,0.1680651462213541,0.09719662164021019,0.07086852458114391,-0.013476594387057117
2022-05-10,2568,1452,2556.0476,13527.0,13527,0.18895894137650623,0.18984253714792637,0.10734087380793968,0.0825016633399867,0.011633138758842781
2022-05-11,3376,2369,2291.2197,18457.0,18457,0.12413825107005473,0.18291163244297556,0.12835238662837947,0.05455924581459609,-0.027942417525390603
2022-05-12,7662,5656,5732.042100000001,43952.0,43952,0.13041595604295597,0.1743265380414998,0.12868583909719694,0.045640698944302865,-0.008918546870293226
2022-05-13,6633,4645,7049.5799,41678.0,41678,0.16914391045635588,0.1591487115504583,0.11144968568549354,0.047699025864964745,0.0020583269206618793
2022-05-22,2958,1629,4558.898,19867.0,19867,0.22947088136105098,0.14889011929330045,0.08199526853576282,0.06689485075753764,0.01919582489257289
2022-05-23,853,589,1068.1829,4809.0,4809,0.22212162611769598,0.17737575379496776,0.12247868579746309,0.05489706799750467,-0.011997782760032966
2022-05-24,3117,1941,3453.9505000000004,18618.0,18618,0.1855167311204211,0.1674186271350306,0.10425394779245892,0.0631646793425717,0.008267611345067025
2022-05-25,2169,1778,2308.3291,13765.0,13765,0.16769553941155102,0.1575735561205957,0.12916818016709045,0.028405375953505257,-0.03475930338906644
2022-05-26,3673,3826,2850.6008,21101.0,21101,0.13509316146154213,0.17406757973555756,0.1813184209279181,-0.007250841192360552,-0.03565621714586581
2022-05-27,2077,1411,2403.5374,13515.0,13515,0.1778422049574547,0.15368109507954125,0.10440251572327044,0.04927857935627081,0.05652942054863136
2022-05-28,787,529,821.3823,4800.0,4800,0.17112131249999998,0.16395833333333334,0.11020833333333334,0.053750000000000006,0.004471420643729199
2022-05-29,2729,1859,3317.3801,16760.0,16760,0.19793437350835322,0.16282816229116945,0.11091885441527446,0.05190930787589498,-0.0018406921241050228
2022-05-30,4153,2768,3746.0634,18378.0,18378,0.20383411687887693,0.22597671128523233,0.15061486560017412,0.07536184568505822,0.023452537809163232
2022-05-31,4361,2828,3767.2625,19020.0,19020,0.19806848054679285,0.22928496319663513,0.14868559411146162,0.08059936908517351,0.005237523400115296
2022-06-01,3985,2671,3946.7788,22954.0,22954,0.17194296418924807,0.17360808573669076,0.11636316110481833,0.05724492463187243,-0.02335444445330108
2022-06-02,1682,1062,1953.2064,10938.0,10938,0.1785707076247943,0.15377582739074785,0.09709270433351619,0.056683123057231666,-0.0005618015746407662
2022-06-03,4978,3791,5795.4035,29641.0,29641,0.19551983738740258,0.16794305185385108,0.12789716946121926,0.04004588239263182,-0.016637240664599845
2022-06-04,1054,704,1142.3243,6374.0,6374,0.17921623784123,0.16535927204267337,0.1104486978349545,0.05491057420771886,0.014864691815087039
2022-06-14,3323,2430,2421.4138,16830.0,16830,0.14387485442661913,0.19744503862150922,0.1443850267379679,0.053060011883541314,-0.001850562324177546
2022-06-15,10579,7197,6948.310100000001,56108.0,56108,0.12383813538176375,0.1885470877593213,0.12827047836315678,0.06027660939616453,0.007216597512623213
2022-06-17,3141,2348,2612.9214,17481.0,17481,0.14947207825639267,0.17968079629311826,0.13431725873805847,0.045363537555059785,-0.014913071841104741
2022-06-18,6251,4196,3225.4088,31120.0,31120,0.10364424164524422,0.2008676092544987,0.13483290488431876,0.06603470437017994,0.020671166815120157
2022-06-19,2895,2045,1723.0275,14175.0,14175,0.12155396825396825,0.20423280423280424,0.14426807760141094,0.059964726631393295,-0.006069977738786647
2022-06-23,5060,3068,4760.7517,27524.0,27524,0.17296729036477254,0.18383955820374945,0.11146635663421015,0.0723732015695393,0.012408474938146008
2022-06-24,1048,868,842.6329000000001,5398.0,5398,0.15610094479436828,0.19414597999258984,0.16080029640607632,0.03334568358651352,-0.03902751798302578
2022-06-25,4327,2931,4299.1711000000005,24402.0,24402,0.17618109581181873,0.17732153102204737,0.12011310548315712,0.057208425538890245,0.023862741952376726
2022-06-26,5265,3464,5888.9875,31175.0,31175,0.1889009623095429,0.16888532477947074,0.11111467522052927,0.05777064955894147,0.0005622240200512246
2022-06-28,1617,1148,1387.6049,9023.0,9023,0.15378531530533082,0.1792086889061288,0.12723041117145073,0.05197827773467806,-0.005792371824263412
2022-06-29,5661,4016,5683.8384,36592.0,36592,0.15533008307826845,0.15470594665500656,0.10975076519457805,0.04495518146042851,-0.007023096274249546
2022-07-02,1262,860,1185.6522,7681.0,7681,0.15436169769561256,0.16430152323916156,0.11196458794427809,0.052336935294883466,0.007381753834454954
2022-07-03,2253,1207,2493.6883,13711.0,13711,0.18187501276347456,0.1643206184815112,0.08803150754868354,0.07628911093282766,0.02395217563794419
2022-07-11,1345,741,1048.7668,6885.0,6885,0.15232633260711695,0.19535221496005808,0.10762527233115468,0.0877269426289034,0.011437831696075748
2022-07-12,3337,2240,2864.7627,18036.0,18036,0.1588358117099135,0.18501885118651587,0.12419605233976491,0.06082279884675096,-0.026904143782152445
2022-07-13,5524,3461,4300.4684,32448.0,32448,0.13253415927021694,0.17024161735700197,0.1066629684418146,0.06357864891518737,0.0027558500684364134
2022-07-14,5953,3989,6474.2845,36129.0,36129,0.17919910598134461,0.16477068283096682,0.11040992000885715,0.05436076282210968,-0.009217886093077693
2022-07-15,5236,3291,5639.5196,32773.0,32773,0.17207822292740974,0.15976566075733073,0.10041802703444909,0.05934763372288164,0.004986870900771961
2022-07-16,4968,3309,4829.4574,29476.0,29476,0.16384371692224184,0.16854390012213327,0.11226082236395712,0.05628307775817615,-0.0030645559647054926
2022-07-17,2559,1532,2221.0116000000003,13229.0,13229,0.1678896061682667,0.19343865749489758,0.11580618338498752,0.07763247410991006,0.021349396351733912
2022-08-30,2263,1401,2029.0476,13844.0,13844,0.14656512568621785,0.16346431667148223,0.10119907541173072,0.06226524125975151,-0.01536723285015855
2022-08-31,4276,2356,4208.4492,27479.0,27479,0.15315146839404636,0.15560973834564576,0.08573820008006114,0.06987153826558462,0.00760629700583311
2022-09-01,4282,2461,4218.1956,27970.0,27970,0.1508114265284233,0.15309259921344298,0.08798712906685735,0.06510547014658563,-0.0047660681189989895
